Date	Time	QCL1 Temp (C)	TEC1 Current (mA)	TEC1 Voltage (V)	QCL1 Current (mA)	QCL2 Temp (C)	TEC2 Current (mA)	TEC2 Voltage (V)	QCL2 Current (mA)	QCL3 Temp (C)	TEC3 Current (mA)	TEC3 Voltage (V)	QCL3 Current (mA)	Case Temp 1 (C)	Case Temp 2 (C)	PCB Temp (C)	
2023/02/02	16:20:36	18.9165	85	1.65	4	18.9417	95	1.64	6	21.0587	-35	15.32	0	21.95	22.05	20.90	
2023/02/02	16:20:37	18.9317	85	1.63	6	18.9417	90	1.64	6	21.0587	-30	15.33	0	21.95	22.05	20.90	
2023/02/02	16:20:37	18.9317	85	1.63	6	18.9417	90	1.64	6	21.0587	-30	15.33	0	21.95	22.05	20.90	
2023/02/02	16:20:38	18.9367	85	1.62	2	18.9367	85	1.62	6	21.0587	-40	15.34	0	21.95	22.05	20.90	
2023/02/02	16:20:39	18.9417	80	1.65	7	18.9367	95	1.61	6	21.0788	-25	15.33	0	21.95	22.05	20.90	
2023/02/02	16:20:39	18.9417	80	1.65	7	18.9367	95	1.61	6	21.0788	-25	15.33	0	21.95	22.05	20.90	
2023/02/02	16:20:39	18.9468	80	1.60	2	18.9317	85	1.57	6	21.0688	-25	15.34	0	21.95	22.05	20.80	
2023/02/02	16:20:40	18.9468	80	1.60	2	18.9317	85	1.57	6	21.0688	-25	15.34	0	21.95	22.05	20.80	
2023/02/02	16:20:40	18.9468	80	1.59	6	18.9367	85	1.59	6	21.0839	-30	15.30	0	21.95	22.05	20.90	
2023/02/02	16:20:41	18.9468	90	1.61	2	18.9367	75	1.55	4	21.0788	-35	15.30	0	21.95	22.05	20.90	
2023/02/02	16:20:41	18.9468	90	1.61	2	18.9367	75	1.55	4	21.0788	-35	15.30	0	21.95	22.05	20.90	
2023/02/02	16:20:42	18.9468	90	1.60	4	18.9317	75	1.55	6	21.0889	-35	15.31	2	21.95	22.05	20.80	
2023/02/02	16:20:43	18.9468	80	1.59	4	18.9266	80	1.55	6	21.0939	-30	15.33	2	21.95	22.05	20.90	
2023/02/02	16:20:43	18.9468	80	1.59	4	18.9266	80	1.55	6	21.0939	-30	15.33	2	21.95	22.05	20.90	
2023/02/02	16:20:43	18.9468	80	1.58	2	18.9216	85	1.51	6	21.0889	-35	15.30	2	21.95	22.05	20.90	
2023/02/02	16:20:44	18.9468	80	1.58	2	18.9216	85	1.51	6	21.0889	-35	15.30	2	21.95	22.05	20.90	
2023/02/02	16:20:44	18.9468	85	1.57	2	18.9266	85	1.51	6	21.0990	-35	15.33	2	21.95	22.05	21.00	
2023/02/02	16:20:45	18.9468	80	1.56	4	18.9317	80	1.51	6	21.1040	-30	15.31	2	21.95	22.05	20.90	
2023/02/02	16:20:45	18.9468	80	1.56	4	18.9317	80	1.51	6	21.1040	-30	15.31	2	21.95	22.05	20.90	
2023/02/02	16:20:46	18.9468	75	1.54	2	18.9317	75	1.48	6	21.1091	-30	15.33	0	21.95	22.05	21.00	
2023/02/02	16:20:47	18.9468	75	1.55	4	18.9216	75	1.44	6	21.1091	-30	15.33	0	21.95	22.05	21.00	
2023/02/02	16:20:47	18.9468	75	1.55	4	18.9216	75	1.44	6	21.1091	-30	15.33	0	21.95	22.05	21.00	
2023/02/02	16:20:47	18.9468	75	1.54	2	18.9417	80	1.50	4	21.1192	-35	15.34	2	21.95	22.05	21.10	
2023/02/02	16:20:48	18.9468	75	1.54	2	18.9417	80	1.50	4	21.1192	-35	15.34	2	21.95	22.05	21.10	
2023/02/02	16:20:48	18.9568	65	1.54	4	18.9266	70	1.44	4	21.1192	-30	15.34	2	21.95	22.05	21.00	
2023/02/02	16:20:49	18.9720	90	1.55	2	18.9266	70	1.45	4	21.1192	-30	15.34	0	21.95	22.05	21.00	
2023/02/02	16:20:49	18.9720	90	1.55	2	18.9266	70	1.45	4	21.1192	-30	15.34	0	21.95	22.05	21.00	
2023/02/02	16:20:50	18.9821	80	1.56	2	18.9266	75	1.42	6	21.1192	-30	15.29	0	21.95	22.05	21.10	
2023/02/02	16:20:50	18.9821	80	1.56	2	18.9266	75	1.42	6	21.1192	-30	15.29	0	21.95	22.05	21.10	
2023/02/02	16:20:51	18.9871	80	1.59	2	18.9216	70	1.42	6	21.1192	-30	15.34	0	21.95	22.05	21.10	
2023/02/02	16:20:51	19.0022	85	1.57	2	18.9317	85	1.42	7	21.1192	-35	15.30	2	21.95	22.05	21.00	
2023/02/02	16:20:52	19.0022	85	1.57	2	18.9317	85	1.42	7	21.1192	-35	15.30	2	21.95	22.05	21.00	
2023/02/02	16:20:52	19.0123	90	1.61	2	18.9266	80	1.38	6	21.1192	-35	15.34	0	21.95	22.05	21.00	
2023/02/02	16:20:53	19.0073	90	1.60	2	18.9367	75	1.40	9	21.1242	-30	15.29	2	21.95	22.15	21.10	
2023/02/02	16:20:53	19.0073	90	1.60	2	18.9367	75	1.40	9	21.1242	-30	15.29	2	21.95	22.15	21.10	
2023/02/02	16:20:54	19.0173	80	1.61	2	18.9367	80	1.36	4	21.1242	-35	15.33	2	21.95	22.15	21.00	
2023/02/02	16:20:54	19.0173	80	1.61	2	18.9367	80	1.36	4	21.1242	-35	15.33	2	21.95	22.15	21.00	
2023/02/02	16:20:55	19.0173	75	1.60	2	18.9367	70	1.35	6	21.1242	-35	15.30	0	21.95	22.15	21.10	
2023/02/02	16:20:56	19.0173	75	1.61	0	18.9367	70	1.33	4	21.1242	-35	15.30	2	21.95	22.05	21.00	
2023/02/02	16:20:56	19.0173	75	1.61	0	18.9367	70	1.33	4	21.1242	-35	15.30	2	21.95	22.05	21.00	
2023/02/02	16:20:56	19.0224	85	1.63	2	18.9367	70	1.34	6	21.1192	-30	15.32	2	21.95	22.05	21.10	
2023/02/02	16:20:57	19.0224	85	1.64	2	18.9367	80	1.32	6	21.1242	-40	15.30	2	21.95	22.15	21.10	
2023/02/02	16:20:57	19.0224	85	1.64	2	18.9367	80	1.32	6	21.1242	-40	15.30	2	21.95	22.15	21.10	
2023/02/02	16:20:58	19.0274	85	1.65	2	18.9367	65	1.31	6	21.1242	-30	15.31	2	21.95	22.15	21.10	
2023/02/02	16:20:58	19.0274	85	1.65	2	18.9367	65	1.31	6	21.1242	-30	15.31	2	21.95	22.15	21.10	
2023/02/02	16:20:59	19.0274	85	1.64	4	18.9317	65	1.30	6	21.1242	-30	15.32	2	21.95	22.15	21.10	
2023/02/02	16:21:00	19.0224	90	1.63	4	18.9367	70	1.31	4	21.1242	-30	15.35	0	21.95	22.15	21.10	
2023/02/02	16:21:00	19.0224	90	1.63	4	18.9367	70	1.31	4	21.1242	-30	15.35	0	21.95	22.15	21.10	
2023/02/02	16:21:00	19.0274	90	1.66	4	18.9468	70	1.31	6	21.1242	-35	15.31	2	21.95	22.15	21.00	
2023/02/02	16:21:01	19.0274	85	1.67	2	18.9518	70	1.29	6	21.1242	-35	15.31	0	21.95	22.15	21.10	
2023/02/02	16:21:01	19.0274	85	1.67	2	18.9518	70	1.29	6	21.1242	-35	15.31	0	21.95	22.15	21.10	
2023/02/02	16:21:02	19.0274	95	1.68	4	18.9518	60	1.28	6	21.1242	-35	15.34	2	21.95	22.15	21.20	
2023/02/02	16:21:02	19.0274	95	1.68	4	18.9518	60	1.28	6	21.1242	-35	15.34	2	21.95	22.15	21.20	
2023/02/02	16:21:03	19.0274	90	1.68	2	18.9518	65	1.27	6	21.1242	-40	15.35	2	21.95	22.15	21.10	
2023/02/02	16:21:04	19.0274	90	1.68	4	18.9568	65	1.27	4	21.1242	-35	15.33	0	21.95	22.15	21.10	
2023/02/02	16:21:04	19.0274	90	1.68	4	18.9568	65	1.27	4	21.1242	-35	15.33	0	21.95	22.15	21.10	
2023/02/02	16:21:04	19.0274	95	1.69	2	18.9568	60	1.28	4	21.1242	-35	15.31	0	21.95	22.15	21.20	
2023/02/02	16:21:05	19.0274	95	1.69	2	18.9568	60	1.28	4	21.1242	-35	15.31	0	21.95	22.15	21.20	
2023/02/02	16:21:05	19.0274	95	1.70	4	18.9619	55	1.26	6	21.1242	-35	15.29	2	21.95	22.15	21.20	
2023/02/02	16:21:06	19.0274	90	1.70	4	18.9619	75	1.28	6	21.1242	-30	15.29	2	21.95	22.15	21.10	
2023/02/02	16:21:06	19.0274	90	1.70	4	18.9619	75	1.28	6	21.1242	-30	15.29	2	21.95	22.15	21.10	
2023/02/02	16:21:07	19.0224	95	1.68	4	18.9669	65	1.28	6	21.1242	-30	15.30	2	21.95	22.15	21.20	
2023/02/02	16:21:08	19.0274	85	1.74	4	18.9720	60	1.26	4	21.1242	-35	15.30	2	21.95	22.15	21.10	
2023/02/02	16:21:08	19.0274	85	1.74	4	18.9720	60	1.26	4	21.1242	-35	15.30	2	21.95	22.15	21.10	
2023/02/02	16:21:08	19.0274	90	1.71	2	18.9770	75	1.27	7	21.1242	-30	15.29	0	21.95	22.15	21.20	
2023/02/02	16:21:09	19.0274	90	1.71	2	18.9770	75	1.27	7	21.1242	-30	15.29	0	21.95	22.15	21.20	
2023/02/02	16:21:09	19.0274	85	1.71	4	18.9720	65	1.27	7	21.1242	-30	15.32	0	21.95	22.15	21.20	
2023/02/02	16:21:10	19.0274	95	1.73	4	18.9821	70	1.28	6	21.1242	-25	15.28	0	21.95	22.15	21.30	
2023/02/02	16:21:10	19.0274	95	1.73	4	18.9821	70	1.28	6	21.1242	-25	15.28	0	21.95	22.15	21.30	
2023/02/02	16:21:11	19.0274	100	1.75	4	18.9921	60	1.32	6	21.1242	-35	15.31	2	21.95	22.15	21.30	
2023/02/02	16:21:12	19.0224	95	1.75	2	18.9972	60	1.30	6	21.1242	-35	15.29	0	21.95	22.15	21.30	
2023/02/02	16:21:12	19.0224	95	1.75	2	18.9972	60	1.30	6	21.1242	-35	15.29	0	21.95	22.15	21.30	
2023/02/02	16:21:12	19.0224	100	1.74	4	18.9921	60	1.26	6	21.1292	-35	15.29	0	21.95	22.15	21.30	
2023/02/02	16:21:13	19.0224	100	1.74	4	18.9921	60	1.26	6	21.1292	-35	15.29	0	21.95	22.15	21.30	
2023/02/02	16:21:13	19.0173	90	1.74	2	19.0022	60	1.30	4	21.1242	-30	15.28	0	21.95	22.15	21.30	
2023/02/02	16:21:14	19.0123	90	1.73	4	19.0073	65	1.27	6	21.1242	-30	15.34	0	21.95	22.15	21.20	
2023/02/02	16:21:14	19.0123	90	1.73	4	19.0073	65	1.27	6	21.1242	-30	15.34	0	21.95	22.15	21.20	
2023/02/02	16:21:15	19.0123	100	1.73	4	19.0073	70	1.30	6	21.1292	-30	15.30	2	21.95	22.15	21.30	
2023/02/02	16:21:16	18.9972	90	1.70	4	19.0073	75	1.33	7	21.1292	-35	15.33	0	21.95	22.15	21.20	
2023/02/02	16:21:16	18.9972	90	1.70	4	19.0073	75	1.33	7	21.1292	-35	15.33	0	21.95	22.15	21.20	
2023/02/02	16:21:17	18.9972	95	1.72	2	19.0173	65	1.34	4	21.1292	-30	15.34	0	21.95	22.15	21.30	
2023/02/02	16:21:17	18.9972	95	1.72	2	19.0173	65	1.34	4	21.1292	-30	15.34	0	21.95	22.15	21.30	
2023/02/02	16:21:17	19.0022	85	1.74	7	19.0123	75	1.32	6	21.1343	-30	15.31	2	21.95	22.15	21.30	
2023/02/02	16:21:18	18.9821	90	1.67	2	19.0123	65	1.32	7	21.1292	-30	15.34	2	21.95	22.15	21.30	
2023/02/02	16:21:18	18.9821	90	1.67	2	19.0123	65	1.32	7	21.1292	-30	15.34	2	21.95	22.15	21.30	
2023/02/02	16:21:19	18.9871	95	1.71	2	19.0123	70	1.32	7	21.1393	-30	15.35	0	21.95	22.15	21.30	
2023/02/02	16:21:19	18.9871	95	1.71	2	19.0123	70	1.32	7	21.1393	-30	15.35	0	21.95	22.15	21.30	
2023/02/02	16:21:20	18.9871	90	1.70	2	19.0173	80	1.34	2	21.1393	-25	15.34	0	21.95	22.15	21.40	
2023/02/02	16:21:21	18.9821	90	1.71	0	19.0173	65	1.34	4	21.1544	-40	15.31	2	21.95	22.15	21.30	
2023/02/02	16:21:21	18.9821	90	1.71	0	19.0173	65	1.34	4	21.1544	-40	15.31	2	21.95	22.15	21.30	
2023/02/02	16:21:21	18.9770	85	1.66	4	19.0073	70	1.35	6	21.1494	-30	15.30	2	21.95	22.15	21.30	
2023/02/02	16:21:22	18.9770	90	1.66	6	19.0123	70	1.33	6	21.1444	-40	15.31	2	21.95	22.15	21.40	
2023/02/02	16:21:22	18.9770	90	1.66	6	19.0123	70	1.33	6	21.1444	-40	15.31	2	21.95	22.15	21.40	
2023/02/02	16:21:23	18.9821	85	1.67	2	19.0173	75	1.36	4	21.1544	-35	15.33	2	21.95	22.15	21.20	
2023/02/02	16:21:23	18.9821	85	1.67	2	19.0173	75	1.36	4	21.1544	-35	15.33	2	21.95	22.15	21.20	
2023/02/02	16:21:24	18.9720	95	1.66	0	19.0123	75	1.36	4	21.1494	-35	15.34	2	21.95	22.15	21.30	
2023/02/02	16:21:25	18.9770	90	1.67	4	18.9720	65	1.28	6	21.1847	-35	15.32	0	21.95	22.15	21.30	
2023/02/02	16:21:25	18.9770	90	1.67	4	18.9720	65	1.28	6	21.1847	-35	15.32	0	21.95	22.15	21.30	
2023/02/02	16:21:25	18.9720	85	1.65	2	19.0224	80	1.36	6	21.1544	-20	15.32	0	21.95	22.15	21.40	
2023/02/02	16:21:26	18.9770	85	1.66	2	19.0173	70	1.34	6	21.1696	-30	15.32	0	21.95	22.15	21.40	
2023/02/02	16:21:26	18.9770	85	1.66	2	19.0173	70	1.34	6	21.1696	-30	15.32	0	21.95	22.15	21.40	
2023/02/02	16:21:27	18.9770	90	1.64	4	19.0173	75	1.34	6	21.1796	-30	15.31	2	21.95	22.15	21.30	
2023/02/02	16:21:27	18.9770	90	1.64	4	19.0173	75	1.34	6	21.1796	-30	15.31	2	21.95	22.15	21.30	
2023/02/02	16:21:28	18.9821	80	1.67	2	19.0224	75	1.37	4	21.1847	-35	15.30	2	22.05	22.15	21.40	
2023/02/02	16:21:29	18.9770	95	1.63	4	19.0173	75	1.36	6	21.1796	-35	15.34	0	22.05	22.15	21.30	
2023/02/02	16:21:29	18.9770	95	1.63	4	19.0173	75	1.36	6	21.1796	-35	15.34	0	22.05	22.15	21.30	
2023/02/02	16:21:29	18.9871	85	1.67	2	19.0123	65	1.37	6	21.1847	-40	15.33	0	22.05	22.15	21.30	
2023/02/02	16:21:30	18.9972	85	1.66	2	19.0123	75	1.36	4	21.1897	-25	15.32	0	22.05	22.15	21.30	
2023/02/02	16:21:30	18.9972	85	1.66	2	19.0123	75	1.36	4	21.1897	-25	15.32	0	22.05	22.15	21.30	
2023/02/02	16:21:31	18.9770	80	1.64	4	19.0173	75	1.39	6	21.1948	-30	15.30	6	22.05	22.15	21.40	
2023/02/02	16:21:31	18.9770	80	1.64	4	19.0173	75	1.39	6	21.1948	-30	15.30	6	22.05	22.15	21.40	
2023/02/02	16:21:32	18.9871	95	1.65	2	19.0173	70	1.38	7	21.1998	-30	15.28	2	22.05	22.15	21.40	
2023/02/02	16:21:33	18.9770	80	1.63	4	19.0173	75	1.39	4	21.1998	-35	15.30	0	22.05	22.15	21.50	
2023/02/02	16:21:33	18.9770	80	1.63	4	19.0173	75	1.39	4	21.1998	-35	15.30	0	22.05	22.15	21.50	
2023/02/02	16:21:33	18.9821	80	1.64	4	19.0123	75	1.38	4	21.1998	-30	15.29	2	22.05	22.15	21.30	
2023/02/02	16:21:34	18.9720	85	1.64	4	19.0173	80	1.38	4	21.2048	-30	15.33	0	22.05	22.15	21.50	
2023/02/02	16:21:34	18.9720	85	1.64	4	19.0173	80	1.38	4	21.2048	-30	15.33	0	22.05	22.15	21.50	
2023/02/02	16:21:35	18.9821	85	1.66	2	19.0173	80	1.38	9	21.1998	-35	15.32	2	22.05	22.15	21.50	
2023/02/02	16:21:35	18.9821	85	1.66	2	19.0173	80	1.38	9	21.1998	-35	15.32	2	22.05	22.15	21.50	
2023/02/02	16:21:36	18.9921	80	1.65	7	19.0173	70	1.39	6	21.1998	-25	15.31	0	22.05	22.15	21.50	
2023/02/02	16:21:37	18.9871	90	1.62	4	19.0123	80	1.40	7	21.2048	-30	15.30	2	22.05	22.15	21.40	
2023/02/02	16:21:37	18.9871	90	1.62	4	19.0123	80	1.40	7	21.2048	-30	15.30	2	22.05	22.15	21.40	
2023/02/02	16:21:37	18.9921	90	1.62	2	19.0123	70	1.38	4	21.1998	-30	15.30	2	22.05	22.15	21.40	
2023/02/02	16:21:38	18.9921	90	1.62	2	19.0123	70	1.38	4	21.1998	-30	15.30	2	22.05	22.15	21.40	
2023/02/02	16:21:38	18.9770	85	1.62	2	19.0123	70	1.41	6	21.2048	-35	15.34	2	22.05	22.15	21.50	
2023/02/02	16:21:39	18.9921	80	1.63	2	19.0123	70	1.43	6	21.2048	-35	15.31	2	22.05	22.15	21.40	
2023/02/02	16:21:39	18.9921	80	1.63	2	19.0123	70	1.43	6	21.2048	-35	15.31	2	22.05	22.15	21.40	
2023/02/02	16:21:40	18.9921	85	1.67	2	19.0123	75	1.40	6	21.2048	-25	15.33	0	22.05	22.15	21.50	
2023/02/02	16:21:41	18.9871	85	1.61	2	19.0123	70	1.41	4	21.2048	-30	15.34	4	22.05	22.15	21.50	
2023/02/02	16:21:41	18.9871	85	1.61	2	19.0123	70	1.41	4	21.2048	-30	15.34	4	22.05	22.15	21.50	
2023/02/02	16:21:42	18.9921	85	1.63	2	19.0123	80	1.43	6	21.2048	-30	15.32	0	22.05	22.15	21.50	
2023/02/02	16:21:42	18.9921	85	1.63	2	19.0123	80	1.43	6	21.2048	-30	15.32	0	22.05	22.15	21.50	
2023/02/02	16:21:42	18.9921	80	1.63	4	19.0123	75	1.40	4	21.2048	-35	15.35	0	22.05	22.15	21.50	
2023/02/02	16:21:43	18.9921	80	1.64	2	19.0073	75	1.40	4	21.2048	-40	15.29	2	22.05	22.15	21.60	
2023/02/02	16:21:43	18.9921	80	1.64	2	19.0073	75	1.40	4	21.2048	-40	15.29	2	22.05	22.15	21.60	
2023/02/02	16:21:44	18.9921	90	1.64	2	19.0073	75	1.40	6	21.2048	-30	15.32	0	22.05	22.15	21.50	
2023/02/02	16:21:45	18.9871	90	1.62	2	19.0123	70	1.42	6	21.2048	-35	15.30	0	22.05	22.15	21.50	
2023/02/02	16:21:45	18.9871	90	1.62	2	19.0123	70	1.42	6	21.2048	-35	15.30	0	22.05	22.15	21.50	
2023/02/02	16:21:46	19.0022	90	1.64	2	19.0073	80	1.42	6	21.2048	-40	15.31	0	22.05	22.15	21.50	
2023/02/02	16:21:46	19.0022	90	1.64	2	19.0073	80	1.42	6	21.2048	-40	15.31	0	22.05	22.15	21.50	
2023/02/02	16:21:47	18.9972	85	1.65	4	19.0073	75	1.41	6	21.2048	-35	15.31	0	22.05	22.15	21.50	
2023/02/02	16:21:47	19.0022	85	1.65	2	19.0022	70	1.41	6	21.2048	-30	15.31	2	22.05	22.15	21.60	
2023/02/02	16:21:48	19.0022	85	1.65	2	19.0022	70	1.41	6	21.2048	-30	15.31	2	22.05	22.15	21.60	
2023/02/02	16:21:48	19.0022	90	1.62	4	19.0022	75	1.42	6	21.2048	-30	15.31	2	22.05	22.15	21.60	
2023/02/02	16:21:49	18.9921	85	1.62	4	19.0022	70	1.42	6	21.2048	-35	15.29	2	22.05	22.15	21.50	
2023/02/02	16:21:49	18.9921	85	1.62	4	19.0022	70	1.42	6	21.2048	-35	15.29	2	22.05	22.15	21.50	
2023/02/02	16:21:50	18.9921	80	1.62	2	18.9972	70	1.40	6	21.2048	-30	15.31	2	22.05	22.15	21.60	
2023/02/02	16:21:50	18.9921	80	1.62	2	18.9972	70	1.40	6	21.2048	-30	15.31	2	22.05	22.15	21.60	
2023/02/02	16:21:51	19.0073	90	1.70	2	18.9921	75	1.42	4	21.2048	-30	15.32	2	22.05	22.15	21.60	
2023/02/02	16:21:51	18.9972	90	1.64	2	18.9921	80	1.39	6	21.2048	-35	15.28	2	22.05	22.15	21.60	
2023/02/02	16:21:52	18.9972	90	1.64	2	18.9921	80	1.39	6	21.2048	-35	15.28	2	22.05	22.15	21.60	
2023/02/02	16:21:52	18.9871	80	1.63	4	18.9871	75	1.36	6	21.2048	-35	15.32	0	22.05	22.15	21.50	
2023/02/02	16:21:53	19.0022	90	1.67	4	18.9871	80	1.43	6	21.2048	-25	15.31	2	22.05	22.15	21.60	
2023/02/02	16:21:53	19.0022	90	1.67	4	18.9871	80	1.43	6	21.2048	-25	15.31	2	22.05	22.15	21.60	
2023/02/02	16:21:54	18.9972	-15	0.43	2	19.0022	0	0.32	6	21.2048	-10	0.03	2	22.05	22.15	21.50	
2023/02/02	16:21:54	18.9972	-15	0.43	2	19.0022	0	0.32	6	21.2048	-10	0.03	2	22.05	22.15	21.50	
2023/02/02	16:21:55	19.0073	-5	0.37	2	19.0073	-5	0.24	6	21.2048	-15	0.01	2	22.05	22.15	21.60	
2023/02/02	16:21:55	19.0274	0	0.34	4	19.0224	-5	0.20	6	21.2048	-10	0.01	4	22.05	22.15	21.60	
2023/02/02	16:21:56	19.0274	0	0.34	4	19.0224	-5	0.20	6	21.2048	-10	0.01	4	22.05	22.15	21.60	
2023/02/02	16:21:56	19.0577	-10	0.33	4	19.0476	-5	0.19	6	21.2048	-20	0.01	2	22.05	22.15	21.60	
2023/02/02	16:21:57	19.1030	-5	0.32	4	19.0829	-5	0.18	7	21.2048	-10	0.01	2	22.05	22.15	21.70	
2023/02/02	16:21:57	19.1030	-5	0.32	4	19.0829	-5	0.18	7	21.2048	-10	0.01	2	22.05	22.15	21.70	
2023/02/02	16:21:58	19.1131	-10	0.32	2	19.0980	-10	0.17	6	21.2048	-5	0.01	0	22.05	22.15	21.60	
2023/02/02	16:21:58	19.1131	-10	0.32	2	19.0980	-10	0.17	6	21.2048	-5	0.01	0	22.05	22.15	21.60	
2023/02/02	16:21:59	19.1736	-5	0.31	4	19.1181	-5	0.16	2	21.2048	-15	0.01	4	22.05	22.15	21.50	
